,PRODUCT_ID,SELLER_ID,STD_PRICE,MEAN_PRICE,VAR_PRICE,MIN_PRICE,MAX_PRICE,COUNT_ORDER,COUNT_VAR_PRICE
211,f4d705aa95ccca448e5b0deb6e5290ba,da8622b14eb17ae2831f4ac5b9dab84a,0.0,24.9,0.0,24.9,24.9,25,1
212,bbaef2eadf31fe3ea6702077398be06c,cc419e0650a3c5ba77189a1882b7556a,0.0,56.99,0.0,56.99,56.99,65,1
213,3fc3d637781e5d185455013606a6e2cd,bf00385a5f7fc1ef39a13c2e9ee50a5f,2.68,31.7,7.2,26.9,32.9,5,2
214,21d325f98c6505a72b1bcf363f3d3f88,3ca08eeb8d5595949fed424bd3677742,,44.99,,44.99,44.99,1,1
215,f6691c7e7a0c12d28003c97608dfe605,a3a38f4affed601eb87a97788c949667,,195.0,,195.0,195.0,1,1
216,c615805546392ec3b8a20c6590c4d400,1336efc61c316ddf92c899eb817f7cae,,149.0,,149.0,149.0,1,1
217,6e9c52b407fea24064f7ab2b144fbf8c,855668e0971d4dfd7bef1b6a4133b41b,10.61,277.5,112.5,270.0,285.0,2,2
218,e07f6e9343cad06f34d0a7a09eeac4d7,5debea795b07621e1f90532e18f96145,,28.58,,28.58,28.58,1,1
219,80fc21f90a43fdcfc623f11f5457db10,c66dccfb3f109511246da627dd5a2498,1.41,118.0,2.0,117.0,119.0,2,2
220,9cafef108028ea326352e901a8b729a7,270572bb714b00531be85e16e1550f26,16.04,72.92,257.44,64.9,96.99,4,2
221,dd783a33bc94bef9c728611320d559e7,11bfa66332777660bd0640ee84d47006,,45.0,,45.0,45.0,1,1
222,ec019a7e1feb42072e2a07b6317c7edb,cac4c8e7b1ca6252d8f20b2fc1a2e4af,7.07,34.99,50.0,29.99,39.99,2,2
223,20424e1f503b9ceeeee60b717b11ec36,7299e27ed73d2ad986de7f7c77d919fa,,145.0,,145.0,145.0,1,1
224,795ed173180b101b114960e572d2181f,dbc22125167c298ef99da25668e1011f,,48.9,,48.9,48.9,1,1
225,40a75445dcf4958b8c9b3dac6898094b,c3cfdc648177fdbbbb35635a37472c53,,65.9,,65.9,65.9,1,1
226,fff0a542c3c62682f23305214eaeaa24,08d2d642cf72b622b14dde1d2f5eb2f5,0.07,7.47,0.01,7.3,7.5,8,2
227,21419fbb5e6e21591c1dc83cb75aec07,37dd29b36c458d82f74a953c40c43645,22.58,757.79,509.76,741.82,773.75,2,2
228,d801448d8cf48fd15a66dc8779d47241,fa1c13f2614d7b5c4749cbc52fecda94,,158.9,,158.9,158.9,1,1
229,d1fbb5683c8e93f314d0f2bf40d07761,dc4a0fc896dc34b0d5bfec8438291c80,0.0,95.03,0.0,95.03,95.03,5,1
230,4e7f36f28c51e114a343625b628dd429,7aa4334be125fcdd2ba64b3180029f14,,19.5,,19.5,19.5,1,1
231,58bef3ad35aed45b92cf03510e6cf5ce,c3867b4666c7d76867627c2f7fb22e21,5.48,121.0,30.0,115.0,125.0,5,2
232,532d7f19b8005e415f5b98a1cf4a8690,6d988d6174a2c27441597174f8905515,0.0,18.95,0.0,18.95,18.95,3,1
233,aedb7e30007f6051c5b3f97156b0848a,b561927807645834b59ef0d16ba55a24,,12.0,,12.0,12.0,1,1
234,c752f2bc46ad4b389290cf5828a1db62,a416b6a846a11724393025641d4edd5e,7.08,34.89,50.1,29.89,39.9,2,2
235,7207700449f2433076d70a5b1c004eb4,ea65d8b58316a6f2362f2a9e4b3e86ad,0.0,81.9,0.0,81.9,81.9,3,1
236,582dfc3697c5f834a5ddf28460ba9222,1da3aeb70d7989d1e6d9b0e887f97c23,0.0,19.99,0.0,19.99,19.99,4,1
237,54910b8287ecea5f93a008ebfa94a15c,7ad32824caee82087b3e2e5f33b1bf32,,286.0,,286.0,286.0,1,1
238,ecaae002060173ec59f5b168cbd55d70,6338ea67c41078a46ad99cc009654956,,32.9,,32.9,32.9,1,1
239,9e48435521202c8795e21ac42efcc761,f262cbc1c910c83959f849465454ddd3,,29.99,,29.99,29.99,1,1
240,f46c384460008df0071849d01b39834f,fcb5ace8bcc92f75707dc0f01a27d269,0.0,58.9,0.0,58.9,58.9,2,1
241,4fe53f6c123977ffa0dda91a2962c9e8,7722b1df1b0e383e000397b2c11e3e19,,19.9,,19.9,19.9,1,1
242,7aeb83cae61b0e94e6426cba2598ad9e,2a84855fd20af891be03bc5924d2b453,,49.9,,49.9,49.9,1,1
243,3fc23ad64a8ee1f1451c8c44932c5d22,01266d4c46afa519678d16a8b683d325,,9.88,,9.88,9.88,1,1
244,e10758160da97891c2fdcbc35f0f031d,323ce52b5b81df2cd804b017b7f09aa7,0.0,56.0,0.0,56.0,56.0,2,1
245,dccef777bc505f2eca720502c209988d,d91fb3b7d041e83b64a00a3edfb37e4f,0.0,84.0,0.0,84.0,84.0,2,1
246,b6be875acca0b4862cae6479c5d9e6fa,1127b7f2594683f2510f1c2c834a486b,,19.1,,19.1,19.1,1,1
247,84e1b9c6ba2ed178bd217097b41f1251,1b938a7ec6ac5061a66a3766e0e75f90,0.0,74.9,0.0,74.9,74.9,3,1
248,93c285dad77a797cf2193ead6afbe107,dc4a0fc896dc34b0d5bfec8438291c80,,65.9,,65.9,65.9,1,1
249,1ba7948f3aa31cdaf78a4885f3c5385a,7f40d06aa0b5f1aa4f41af8c0480e2ef,,139.99,,139.99,139.99,1,1
250,6a61a5d77a8571a0646e8c0f75f572f4,01bcc9d254a0143f0ce9791b960b2a47,,165.9,,165.9,165.9,1,1
251,0e40b1ed4cfd3da1962ec91913e54ba8,8b321bb669392f5163d04c59e235e066,0.0,13.65,0.0,13.65,13.65,15,1
252,2de8789bf8abcd2f6c7866f9429b1986,35fb511489d9ee3ee27a76debce9df06,,64.0,,64.0,64.0,1,1
253,d394d30215872be4cda2c67c1ce5b981,2e13c71026e1a39ba5cc1b86dcb679aa,0.0,34.0,0.0,34.0,34.0,3,1
254,9181a16945ef449aa81212d5139945ec,d2df77822373f19934e87694d8640767,,99.0,,99.0,99.0,1,1
255,b166907a5770631b7deedd0891b1b7ab,febab0275244b9a49a623f0bd613ca2f,0.0,74.85,0.0,74.85,74.85,2,1
256,302a19dacdbb5ed2f74f9dee8126ef79,013900e863eace745d3ec7614cab5b1a,0.0,54.0,0.0,54.0,54.0,2,1
257,1fb2c1a0d7f863e0644077cb5d8f80df,17a053fcb14bd219540cbde0df490be0,11.55,213.23,133.33,199.9,219.9,3,2
258,0a17941f41b99d2f070fab54b458a4a4,9d5a9018aee56acb367ba9c3f05d1d6a,0.0,114.9,0.0,114.9,114.9,2,1
259,98190f6a2c3253d07ca86525bb238162,dbd66278cbfe1aa1000f90a217ca4695,3.87,75.19,14.99,72.0,79.9,16,3
260,a18a23a783fb7576a8f0f6fbc2ae2b58,4bf2f4ee540798a61f9636d12cd9cc80,3.49,232.37,12.15,229.9,234.83,2,2
261,e2c3ed9aaddfd2312a6a5fe9b3ddadd3,46dc3b2cc0980fb8ec44634e21d2718e,1.87,99.19,3.5,94.99,99.99,25,2
262,71c808620fa8dafbe6cd6c638cc67567,6d66611d7c44cc30ce351abc49a68421,0.0,43.9,0.0,43.9,43.9,2,1
263,25cdef5b1428725aa16b8b9a6fbd72ca,76d64c4aca3a7baf218bf93ef7fa768d,0.0,64.9,0.0,64.9,64.9,2,1
264,a1bf559ac1eab015ba992bd76d9d76c7,85d9eb9ddc5d00ca9336a2219c97bb13,3.48,24.81,12.09,19.9,27.9,22,3
265,3b82733180834cc02658403163260204,7c67e1448b00f6e969d365cea6b010ab,,229.99,,229.99,229.99,1,1
266,eca3036ef7ba11b3331c334b7053fe13,2138ccb85b11a4ec1e37afbd1c8eda1f,0.22,44.89,0.05,44.5,44.99,5,2
267,6b75ce117b8fcc75289cb6cbe589de6c,5f1dc28029d2c244352a68107ec2b542,,200.5,,200.5,200.5,1,1
268,23ab7bb9eac81e85ec43ed71064cf7ce,1835b56ce799e6a4dc4eddc053f04066,0.0,29.99,0.0,29.99,29.99,8,1
269,5cfe07a11fd4f35d3c5ca21cd60cee6e,7142540dd4c91e2237acb7e911c4eba2,10.61,92.4,112.5,84.9,99.9,2,2
270,78119fbfa709d07b86f5ccf15043c6d6,4869f7a5dfa277a7dca6462dcf3b52b2,6.73,194.34,45.27,181.0,199.98,19,9
271,9138555a5066b7f16bf15e75c7db067c,213b25e6f54661939f11710a6fddb871,,79.9,,79.9,79.9,1,1
272,1ec5373950b7877c5de483a123223810,f0e103c63864d5405b958d984b6e94c9,,175.0,,175.0,175.0,1,1
273,34607082301052079a3bffcd12c5ecfb,c2d70ce2c5d0a2eb75e78668236e6dc8,,450.0,,450.0,450.0,1,1
274,4ceab0364ce2bef8363b89f4719bbff7,da8622b14eb17ae2831f4ac5b9dab84a,0.0,99.9,0.0,99.9,99.9,2,1
275,c9fe02894880831f6f28d5ac212d036f,71592660bbcb6a4664e97b6f8b68babc,,109.0,,109.0,109.0,1,1
276,3c883b9d3fd2d0ce448d4136349dc0a4,b39d7fe263ef469605dbb32608aee0af,3.36,54.55,11.3,49.0,59.99,20,3
277,98d0e0ca6213edc063889593a2475e36,4677a5437afda5fa7140b927b07be1cc,,1689.0,,1689.0,1689.0,1,1
278,f2c1df0fc307ec60e3321c708c1dcac3,4a3ca9315b744ce9f8e9374361493884,,48.0,,48.0,48.0,1,1
279,622d3b263cd40b06e1eeea144fb83f19,87d3c3aeb3ead335511b3ce315eb341e,0.0,14.99,0.0,14.99,14.99,4,1
280,15cd31f93b25e5a517f05b1af31d353f,25e6ffe976bd75618accfe16cefcbd0d,,45.0,,45.0,45.0,1,1
281,cd7701670288642f7be9437dec9034c1,cc419e0650a3c5ba77189a1882b7556a,,99.99,,99.99,99.99,1,1
282,3519403062e217f433e0bbdc52e0b19f,0432ead42b6c8a0bdf68154add917fdf,0.0,39.9,0.0,39.9,39.9,2,1
283,37dffde0476450e75dae423136954b0f,66dc1b1632bd6a3e508510c5b3492107,0.0,149.0,0.0,149.0,149.0,2,1
284,d68bd4dedccc5545b1ff6629de8fb021,3bdff180c7e1f6551a643b99c265a120,0.0,49.9,0.0,49.9,49.9,2,1
285,e4c0d69bafff0157f574aae9a147a8c1,1da3aeb70d7989d1e6d9b0e887f97c23,,9.99,,9.99,9.99,1,1
286,b6b4ab44d1f3c2a645abbda76af2a993,994f04b3718c2bab35c2adfa8afecd2a,,89.9,,89.9,89.9,1,1
287,d19d6968c8fa843da04bf9c9d23c312f,48fb026ed7455a42f5d3e9390ed5088e,,82.9,,82.9,82.9,1,1
288,de984954e2e130136bcf8988bc973d90,1dd33b8119b3cb1056ed5dc88cd0aaf4,0.0,199.0,0.0,199.0,199.0,7,1
289,c6336fa91fbd87c359e44f5dca5a90ed,4c2b230173bb36f9b240f2b8ac11786e,3.37,43.74,11.37,39.0,49.9,94,4
290,d10abea506594de1dd5ea21851f94062,ebd2d60905fb58271facef5596b620d3,,39.9,,39.9,39.9,1,1
291,4bae12e58c9b828e1302a2cad437b80a,18a349e75d307f4b4cc646a691ed4216,,190.0,,190.0,190.0,1,1
292,aba0932cedf32b2a7b6b832f11769613,a416b6a846a11724393025641d4edd5e,,315.0,,315.0,315.0,1,1
293,f777c903946dd86fd00cd5b32ec3e907,4a3ccda38b2129705f3fb522db62ca31,0.0,561.9,0.0,561.9,561.9,2,1
294,39e3b9b12cd0bf8ee681bbc1c130feb5,c826c40d7b19f62a09e2d7c5e7295ee2,56.8,154.44,3226.33,116.77,219.77,3,3
295,2e511b5741ab14e7f5294df6f1310b03,00fc707aaaad2d31347cf883cd2dfe10,8.5,118.57,72.26,110.0,136.0,14,4
296,74f250adf8f41738ca96718232a41499,002100f778ceb8431b7a1020ff7ab48f,,17.9,,17.9,17.9,1,1
297,f16ced867a24a244afefb5b867f337df,a3f0b55de503387383c7b1de3ad7f678,,159.9,,159.9,159.9,1,1
298,1ce0e963805e3c170485768e8b09fe65,7722b1df1b0e383e000397b2c11e3e19,,39.9,,39.9,39.9,1,1
299,794de06c32a626a5692ff50e4985d36f,9646c3513289980f17226a2fc4720dbd,,49.9,,49.9,49.9,1,1
300,a530b23a71594d0d986a30359e207762,6562efe88ce0826a4ca4f189f03b4b84,5.48,54.9,30.0,49.9,59.9,6,2
